,age,job,default,balance,housing,loan,day,month,duration,campaign,pdays,previous,y,marital_divorced,marital_married,marital_single,education_primary,education_secondary,education_tertiary,education_unknown,contact_cellular,contact_telephone,contact_unknown,poutcome_failure,poutcome_other,poutcome_success,poutcome_unknown
23927,3,1,0,3,0,0,29,1,1,11,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
23928,2,4,0,4,0,0,29,1,1,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
23929,3,6,0,3,0,0,29,1,1,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
23930,3,10,0,2,0,0,29,1,1,4,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
23931,2,4,0,2,0,0,29,1,1,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
23932,3,0,0,3,0,0,29,1,1,6,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
23933,2,9,0,3,0,0,29,1,5,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
23934,3,9,0,2,0,0,29,1,2,3,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
23935,4,9,0,3,0,0,29,1,1,3,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
23937,2,4,0,3,0,0,29,1,1,4,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
23938,4,9,0,3,0,0,29,1,2,7,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
23939,3,1,0,3,0,0,29,1,1,4,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
23940,2,1,0,3,0,0,29,1,1,4,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
23941,3,1,0,3,0,0,29,1,1,6,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
23942,2,9,0,4,1,0,29,1,1,4,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
23943,3,4,0,2,0,1,29,1,1,6,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
23946,4,1,0,3,0,0,29,1,3,4,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
23948,3,9,0,3,0,1,29,1,1,4,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
23949,2,4,0,3,1,0,29,1,1,4,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
23950,2,3,0,3,0,0,29,1,3,4,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
23951,3,4,0,3,0,0,29,1,1,9,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
23952,3,1,0,3,1,0,29,1,5,4,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
23953,3,0,1,2,0,0,29,1,1,4,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
23954,4,7,0,3,0,0,29,1,1,11,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
23956,2,9,0,3,0,0,29,1,1,12,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
23958,3,1,0,2,0,1,29,1,1,4,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
23959,3,4,0,4,0,0,29,1,4,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
23960,3,9,0,3,0,0,29,1,1,6,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
23961,4,4,0,3,0,0,29,1,1,12,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
23962,4,0,0,3,0,0,29,1,1,4,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
23963,2,6,0,3,0,0,29,1,1,4,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
23964,3,4,0,3,0,0,29,1,1,4,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
23968,4,3,0,3,0,0,29,1,2,4,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
23969,3,9,0,3,0,0,29,1,1,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
23971,4,9,0,2,0,0,29,1,1,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
23972,4,9,0,2,0,0,29,1,1,2,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
23973,3,9,0,3,1,0,29,1,1,2,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
23974,2,9,0,3,0,0,29,1,1,2,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
23975,3,9,0,3,0,1,29,1,1,2,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
23977,3,1,0,3,0,0,29,1,1,6,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
23978,2,4,0,3,0,0,29,1,1,4,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
23979,4,0,0,3,0,0,29,1,1,4,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
23980,3,1,0,2,0,0,29,1,1,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
23981,2,9,0,2,1,0,29,1,1,4,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
23982,2,9,0,3,0,0,29,1,1,2,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
23983,3,6,0,3,0,0,29,1,1,2,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
23984,4,5,0,3,0,0,29,1,1,8,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
23987,2,4,0,3,0,0,29,1,1,2,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
23988,2,9,0,2,0,0,29,1,1,2,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
23989,3,9,0,2,1,0,29,1,1,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
23990,3,9,0,3,0,0,29,1,1,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
23991,2,9,1,2,0,0,29,1,1,4,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
23992,4,5,0,4,0,0,29,1,1,2,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
23993,4,7,0,3,0,0,29,1,1,10,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
23994,3,6,0,3,0,0,29,1,1,4,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
23995,2,9,0,3,0,0,29,1,3,2,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
23996,2,9,0,3,0,0,29,1,3,4,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
23997,4,9,0,2,0,0,29,1,1,2,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
23998,3,9,0,3,0,0,29,1,1,6,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
23999,2,4,0,3,1,0,29,1,1,2,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
24000,2,4,0,3,0,0,29,1,2,4,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
24001,2,9,0,3,0,0,29,1,1,2,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
24002,2,9,0,3,0,0,29,1,1,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
24003,2,9,0,3,1,0,29,1,1,2,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
24004,2,9,0,3,1,0,29,1,1,4,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
24006,2,9,0,3,0,0,29,1,1,4,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
24007,2,9,0,3,0,0,29,1,2,4,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
24008,3,9,0,3,0,0,29,1,1,4,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
24009,4,9,0,3,0,0,29,1,1,2,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
24010,3,9,0,3,0,0,29,1,1,2,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
24011,3,10,0,3,0,0,29,1,1,2,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
24012,2,9,0,3,0,0,29,1,1,4,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
24013,2,9,0,2,0,0,29,1,1,6,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
24014,3,4,0,2,0,0,29,1,2,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
24015,3,0,0,2,0,0,29,1,2,2,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
24016,3,0,0,3,0,0,29,1,1,2,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
24017,2,0,0,3,0,0,29,1,1,10,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
24018,3,9,1,2,0,0,29,1,1,4,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
24019,4,10,0,3,0,0,29,1,1,3,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
24020,2,4,0,5,0,0,29,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
24021,2,4,0,2,0,0,29,1,4,6,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
24022,2,9,0,3,0,0,29,1,1,5,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
24023,4,1,0,2,0,0,29,1,1,4,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
24024,2,3,0,2,0,0,29,1,1,12,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
24025,3,0,0,3,0,0,29,1,2,3,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
24026,4,5,0,3,0,0,29,1,1,4,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
24027,2,9,0,3,0,0,29,1,1,3,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
24028,2,4,0,3,0,0,29,1,1,11,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
24029,2,4,0,3,0,0,29,1,1,7,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
24030,2,6,0,2,0,0,29,1,1,3,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
24031,4,1,0,4,0,0,29,1,1,10,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
24033,2,4,0,4,1,0,29,1,1,9,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
24034,3,4,0,3,1,0,29,1,3,3,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
24035,4,2,0,2,0,0,29,1,1,3,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
24036,4,1,0,3,0,0,29,1,1,5,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
24037,2,4,0,3,0,0,29,1,1,7,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
24038,3,9,0,2,0,1,17,10,2,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1
24039,2,6,0,3,0,0,17,10,2,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
24040,3,4,0,2,0,0,17,10,2,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
24041,3,4,0,2,0,0,17,10,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
24042,2,1,0,3,1,0,17,10,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
24043,1,1,0,3,1,0,17,10,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
24045,3,0,0,3,1,1,17,10,3,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1
24046,2,4,0,3,1,0,18,10,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
24048,2,4,0,5,0,1,18,10,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
24049,2,2,0,3,1,0,18,10,3,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
24050,4,9,0,4,1,0,19,10,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1
24051,4,4,0,2,0,0,19,10,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
24052,3,0,0,3,1,1,20,10,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
24055,3,4,0,3,0,0,20,10,2,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
24056,2,9,0,3,0,0,20,10,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
24057,2,1,0,3,0,1,20,10,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
24058,3,9,0,3,0,0,20,10,4,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
24060,2,0,0,3,0,0,21,10,1,1,3,3,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
24061,2,0,0,5,1,1,21,10,2,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1
24062,3,0,0,2,1,1,21,10,3,1,3,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
24063,3,9,0,3,0,0,21,10,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
24064,2,7,0,4,1,0,21,10,1,1,2,4,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
24065,4,5,0,3,0,0,21,10,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
24066,2,4,0,2,1,0,21,10,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
24067,2,1,0,5,1,0,21,10,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
24068,3,0,0,4,1,1,21,10,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1
24070,3,1,0,3,1,0,22,10,4,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1
24071,1,8,0,3,0,0,22,10,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
24072,2,4,0,3,1,0,22,10,1,1,2,4,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
24073,3,0,0,3,1,1,22,10,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
24074,2,9,0,4,0,0,22,10,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
24075,1,6,0,3,0,1,22,10,2,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
24076,3,4,0,3,1,0,23,10,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
24077,2,4,0,2,1,0,23,10,1,1,3,3,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0
24078,3,0,0,3,1,0,23,10,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1
24079,4,2,0,4,1,0,23,10,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
24080,4,9,0,3,1,0,23,10,3,1,3,2,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0
24082,1,7,0,3,0,0,23,10,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
24083,3,9,0,3,1,0,24,10,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1
24084,3,0,0,5,1,0,24,10,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
24085,3,4,0,4,0,0,24,10,2,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
24086,3,1,0,3,1,0,25,10,1,1,2,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
24087,4,0,0,3,0,0,26,10,2,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1
24088,2,0,0,3,0,0,27,10,2,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
24089,2,9,0,3,1,0,27,10,2,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1
24090,2,2,0,3,1,0,27,10,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
24091,4,5,0,3,0,0,27,10,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
24092,1,2,0,3,0,0,27,10,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
24093,2,4,0,3,1,0,27,10,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
24096,2,0,0,3,0,0,28,10,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
24097,4,9,0,5,0,0,28,10,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
24098,2,4,0,3,1,0,28,10,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
24099,3,4,0,3,1,1,28,10,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
24100,2,9,0,3,1,1,28,10,3,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
24101,2,0,0,3,0,0,28,10,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
24102,2,4,0,2,1,0,29,10,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1
24103,4,4,0,3,0,1,29,10,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1
24104,2,1,0,4,1,0,29,10,2,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
24105,4,1,0,3,0,0,29,10,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
24106,4,4,0,3,1,0,29,10,2,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1
24107,2,4,0,5,1,0,30,10,2,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
24108,3,9,0,3,1,0,30,10,2,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
24109,3,5,0,3,0,0,30,10,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
24110,2,2,0,2,0,0,30,10,2,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
24111,2,3,0,2,1,0,30,10,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1
24112,2,1,0,4,0,0,30,10,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
24113,3,6,0,2,1,0,30,10,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
24114,2,0,0,3,0,0,31,10,2,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
24115,2,1,0,3,1,0,31,10,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
24116,4,5,0,3,0,0,31,10,3,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1
24117,1,4,0,3,0,0,31,10,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
24118,2,9,0,3,0,0,4,9,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
24119,3,7,0,3,1,1,4,9,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
24120,4,4,0,4,0,0,4,9,2,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
24121,1,4,0,3,0,1,4,9,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
24122,1,9,0,3,0,1,4,9,1,1,3,4,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
24123,2,2,0,2,1,0,4,9,2,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
24124,4,9,0,4,1,0,4,9,3,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
24125,2,4,0,3,1,0,5,9,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
24126,3,0,0,3,0,1,5,9,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1
24127,4,0,0,3,0,0,5,9,3,1,3,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
24128,1,4,0,4,1,0,5,9,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
24129,2,4,0,3,0,0,5,9,2,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
24130,2,7,0,3,1,0,5,9,2,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
24131,3,6,0,3,0,0,5,9,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1
24132,4,5,0,3,0,0,5,9,4,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
24133,3,7,0,3,1,1,5,9,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
24134,3,4,0,3,0,0,6,9,2,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
24135,3,4,0,3,0,0,6,9,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
24138,2,0,0,3,1,0,6,9,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
24139,2,9,0,3,0,0,8,9,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
24140,1,10,0,3,0,0,8,9,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
24141,2,4,0,3,1,0,8,9,2,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
24142,2,4,0,3,0,0,8,9,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
24143,3,1,0,4,0,0,9,9,2,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1
24144,3,0,0,3,0,0,9,9,2,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
24145,2,4,0,3,1,0,9,9,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
24146,2,9,0,3,0,0,9,9,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
24149,2,4,0,4,0,0,10,9,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
24150,2,4,0,3,1,1,10,9,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
24151,2,10,0,3,1,0,10,9,1,1,3,2,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
24152,3,0,0,3,0,0,10,9,3,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
24153,3,4,0,5,0,0,10,9,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
24154,3,4,0,2,0,0,10,9,2,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
24155,3,9,0,2,0,0,11,9,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
24156,2,9,0,3,1,0,11,9,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
24157,2,10,0,3,0,0,11,9,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
24158,2,4,0,3,0,0,11,9,3,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
24159,1,6,0,3,0,0,11,9,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
24160,2,0,0,3,1,0,12,9,1,1,3,3,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0
24161,3,1,0,3,1,0,12,9,2,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
24162,1,9,0,3,0,1,12,9,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
24163,2,9,0,3,1,1,12,9,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
24164,1,4,0,3,0,1,12,9,2,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
24165,2,0,0,3,1,0,12,9,1,1,3,3,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
24166,3,1,0,3,0,0,13,9,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
24167,2,0,0,3,0,0,13,9,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
24168,3,1,0,3,1,1,13,9,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
24169,4,3,0,2,0,0,13,9,3,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
24170,2,4,0,3,1,0,13,9,1,1,3,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
24171,2,4,0,3,1,0,13,9,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
24172,2,1,0,3,0,0,13,9,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
24173,2,2,0,2,0,0,13,9,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
24174,3,0,0,4,1,0,13,9,2,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1
24175,3,11,0,3,0,0,13,9,4,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
24176,1,8,0,3,0,0,14,9,2,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
24177,2,10,0,3,1,0,14,9,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
24178,2,1,0,3,1,0,14,9,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
24179,4,1,0,4,0,0,14,9,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
24180,4,4,0,4,1,0,14,9,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
24181,2,0,0,3,0,0,14,9,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
24182,2,9,0,3,1,0,14,9,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1
24183,2,4,0,3,0,0,17,9,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
24184,3,2,0,3,1,0,17,9,1,1,3,2,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
24185,4,1,0,4,1,0,17,9,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
24186,4,4,0,3,0,0,17,9,1,1,3,2,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
24187,4,9,0,3,1,0,17,9,1,1,2,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
24188,4,9,0,2,1,0,17,9,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
24189,3,4,0,4,1,1,17,9,1,1,3,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
24190,4,0,0,4,1,0,17,9,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
24191,4,0,0,2,1,0,17,9,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
24192,4,9,0,3,0,0,17,9,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
24193,2,9,0,3,1,1,17,9,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
24194,3,4,0,5,0,0,17,9,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
24195,3,2,0,3,0,0,17,9,2,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
24196,2,9,0,3,1,1,17,9,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
24197,3,0,0,3,1,1,17,9,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
